kode,uraian,fungsi_operasional,uraian_enriched,ai_search_context
600.1.4.4,pengelolaan air tanah dan air baku,600.1,Pengelolaan air tanah dan air baku,Kode 600.1.4.4 (600.1): Pengelolaan air tanah dan air baku
600.1.5,operasi dan pemeliharaan sumber daya air,600.1,Operasi dan pemeliharaan sumber daya air,Kode 600.1.5 (600.1): Operasi dan pemeliharaan sumber daya air
600.1.5.1,operasi dan pemeliharaan sungai dan pantai,600.1,Operasi dan pemeliharaan sungai dan pantai,Kode 600.1.5.1 (600.1): Operasi dan pemeliharaan sungai dan pantai
600.1.5.2,operasi dan pemeliharaan irigasi dan rawa,600.1,Operasi dan pemeliharaan irigasi dan rawa,Kode 600.1.5.2 (600.1): Operasi dan pemeliharaan irigasi dan rawa
600.1.5.3,operasi dan pemeliharaan bendungan danau situ dan embung,600.1,Operasi dan pemeliharaan bendungan danau situ dan embung,Kode 600.1.5.3 (600.1): Operasi dan pemeliharaan bendungan danau situ dan embung
600.1.5.4,operasi dan pemeliharaan air tanah dan air baku,600.1,Operasi dan pemeliharaan air tanah dan air baku,Kode 600.1.5.4 (600.1): Operasi dan pemeliharaan air tanah dan air baku
600.1.5.5,operasi dan pemeliharaan pengendalian lumpur,600.1,Operasi dan pemeliharaan pengendalian lumpur,Kode 600.1.5.5 (600.1): Operasi dan pemeliharaan pengendalian lumpur
600.1.6,pengendalian lumpur bencana lokal lingkup nasional,600.1,Pengendalian lumpur bencana lokal lingkup nasional,Kode 600.1.6 (600.1): Pengendalian lumpur bencana lokal lingkup nasional
600.1.6.1,perencanaan pengendalian lumpur,600.1,Perencanaan pengendalian lumpur,Kode 600.1.6.1 (600.1): Perencanaan pengendalian lumpur
600.1.6.2,pemrograman pengendalian lumpur,600.1,Pemrograman pengendalian lumpur,Kode 600.1.6.2 (600.1): Pemrograman pengendalian lumpur
600.1.6.3,pelaksanaan pengendalian lumpur,600.1,Pelaksanaan pengendalian lumpur,Kode 600.1.6.3 (600.1): Pelaksanaan pengendalian lumpur
600.1.6.4,pengendalian dampak sosial ekonomi dan lingkungan akibat lumpur,600.1,Pengendalian dampak sosial ekonomi dan lingkungan akibat lumpur,Kode 600.1.6.4 (600.1): Pengendalian dampak sosial ekonomi dan lingkungan akibat lumpur
600.1.6.5,sistem manajemen keselamatan dan kesehatan kerja,600.1,Sistem manajemen keselamatan dan kesehatan kerja,Kode 600.1.6.5 (600.1): Sistem manajemen keselamatan dan kesehatan kerja
600.1.7,pengembangan jaringan jalan,600.1,Pengembangan jaringan jalan,Kode 600.1.7 (600.1): Pengembangan jaringan jalan
600.1.7.1,keterpaduan perencanaan,600.1,Keterpaduan perencanaan,Kode 600.1.7.1 (600.1): Keterpaduan perencanaan
600.1.7.2,sistem jaringan jalan,600.1,Sistem jaringan jalan,Kode 600.1.7.2 (600.1): Sistem jaringan jalan
600.1.7.3,lingkungan dan keselamatan jalan,600.1,Lingkungan dan keselamatan jalan,Kode 600.1.7.3 (600.1): Lingkungan dan keselamatan jalan
600.1.8,pembangunan jalan,600.1,Pembangunan jalan,Kode 600.1.8 (600.1): Pembangunan jalan
600.1.8.1,standar dan pedoman,600.1,Standar dan pedoman,Kode 600.1.8.1 (600.1): Standar dan pedoman
600.1.8.2,manajemen konstruksi,600.1,Manajemen konstruksi,Kode 600.1.8.2 (600.1): Manajemen konstruksi
600.1.8.3,pengelolaan gedometrik perkerasan dan drainage manajemen lereng,600.1,Pengelolaan gedometrik perkerasan dan drainage manajemen lereng,Kode 600.1.8.3 (600.1): Pengelolaan gedometrik perkerasan dan drainage manajemen lereng
600.1.9,preservasi jalan,600.1,Preservasi jalan,Kode 600.1.9 (600.1): Preservasi jalan
600.1.9.1,standar dan pedoman,600.1,Standar dan pedoman,Kode 600.1.9.1 (600.1): Standar dan pedoman
600.1.9.2,perencanaan teknis,600.1,Perencanaan teknis,Kode 600.1.9.2 (600.1): Perencanaan teknis
600.1.9.3,teknik rekonstruksi,600.1,Teknik rekonstruksi,Kode 600.1.9.3 (600.1): Teknik rekonstruksi
600.1.9.4,teknik pemeliharaan jalan,600.1,Teknik pemeliharaan jalan,Kode 600.1.9.4 (600.1): Teknik pemeliharaan jalan
600.1.10,pengelolaan jembatan,600.1,Pengelolaan jembatan,Kode 600.1.10 (600.1): Pengelolaan jembatan
600.1.10.1,standar dan pedoman,600.1,Standar dan pedoman,Kode 600.1.10.1 (600.1): Standar dan pedoman
600.1.10.2,perencanaan teknis,600.1,Perencanaan teknis,Kode 600.1.10.2 (600.1): Perencanaan teknis
600.1.10.3,teknik jembatan,600.1,Teknik jembatan,Kode 600.1.10.3 (600.1): Teknik jembatan
600.1.10.4,teknik terowongan dan jembatan khusus,600.1,Teknik terowongan dan jembatan khusus,Kode 600.1.10.4 (600.1): Teknik terowongan dan jembatan khusus
600.1.11,pengelolaan jalan bebas hambatan perkotaan dan fasilitas jalan daerah,600.1,Pengelolaan jalan bebas hambatan perkotaan dan fasilitas jalan daerah,Kode 600.1.11 (600.1): Pengelolaan jalan bebas hambatan perkotaan dan fasilitas jalan daerah
600.1.11.1,bimbingan teknik jalan daerah,600.1,Bimbingan teknik jalan daerah,Kode 600.1.11.1 (600.1): Bimbingan teknik jalan daerah
600.1.11.2,pengembangan jalan metropolitan dan kota besar,600.1,Pengembangan jalan metropolitan dan kota besar,Kode 600.1.11.2 (600.1): Pengembangan jalan metropolitan dan kota besar
600.1.11.3,pembinaan teknik jalan bebas hambatan,600.1,Pembinaan teknik jalan bebas hambatan,Kode 600.1.11.3 (600.1): Pembinaan teknik jalan bebas hambatan
600.1.12,pengaturan jalan tol,600.1,Pengaturan jalan tol,Kode 600.1.12 (600.1): Pengaturan jalan tol
600.1.12.1,persiapan pengusahaan jalan tol,600.1,Persiapan pengusahaan jalan tol,Kode 600.1.12.1 (600.1): Persiapan pengusahaan jalan tol
600.1.12.2,pengadaan investasi jalan tol,600.1,Pengadaan investasi jalan tol,Kode 600.1.12.2 (600.1): Pengadaan investasi jalan tol
600.1.12.3,teknik pengaturan jalan tol,600.1,Teknik pengaturan jalan tol,Kode 600.1.12.3 (600.1): Teknik pengaturan jalan tol
600.1.12.4,pengambilalihan hak pengusahaan jalan tol,600.1,Pengambilalihan hak pengusahaan jalan tol,Kode 600.1.12.4 (600.1): Pengambilalihan hak pengusahaan jalan tol
600.1.13,keterpaduan infrastruktur permukiman,600.1,Keterpaduan infrastruktur permukiman,Kode 600.1.13 (600.1): Keterpaduan infrastruktur permukiman
600.1.13.1,keterpaduan perencanaan dan kemitraan,600.1,Keterpaduan perencanaan dan kemitraan,Kode 600.1.13.1 (600.1): Keterpaduan perencanaan dan kemitraan
600.1.13.2,keterpaduan pembiayaan dan pelaksanaan,600.1,Keterpaduan pembiayaan dan pelaksanaan,Kode 600.1.13.2 (600.1): Keterpaduan pembiayaan dan pelaksanaan
600.1.14,pengembangan kawasan permukiman,600.1,Pengembangan kawasan permukiman,Kode 600.1.14 (600.1): Pengembangan kawasan permukiman
600.1.14.1,perencanaan teknis,600.1,Perencanaan teknis,Kode 600.1.14.1 (600.1): Perencanaan teknis
600.1.14.2,kawasan permukiman perkotaan,600.1,Kawasan permukiman perkotaan,Kode 600.1.14.2 (600.1): Kawasan permukiman perkotaan
600.1.14.3,kawasan permukimanpedesaan,600.1,Kawasan permukimanpedesaan,Kode 600.1.14.3 (600.1): Kawasan permukimanpedesaan
600.1.14.4,kawasan permukiman khusus,600.1,Kawasan permukiman khusus,Kode 600.1.14.4 (600.1): Kawasan permukiman khusus
600.1.14.5,kelembagaan,600.1,Kelembagaan,Kode 600.1.14.5 (600.1): Kelembagaan
600.1.15,pembinaan penataan bangunan,600.1,Pembinaan penataan bangunan,Kode 600.1.15 (600.1): Pembinaan penataan bangunan
600.1.15.1,perencanaan teknis,600.1,Perencanaan teknis,Kode 600.1.15.1 (600.1): Perencanaan teknis
600.1.15.2,penataan bangunan gedung,600.1,Penataan bangunan gedung,Kode 600.1.15.2 (600.1): Penataan bangunan gedung
600.1.15.3,pengelolaan rumah negara,600.1,Pengelolaan rumah negara,Kode 600.1.15.3 (600.1): Pengelolaan rumah negara
600.1.15.4,penataan bangunan dan lingkungan khusus,600.1,Penataan bangunan dan lingkungan khusus,Kode 600.1.15.4 (600.1): Penataan bangunan dan lingkungan khusus
600.1.15.5,kelembagaan,600.1,Kelembagaan,Kode 600.1.15.5 (600.1): Kelembagaan
600.1.16,pengembangan sistem penyediaan air minum,600.1,Pengembangan sistem penyediaan air minum,Kode 600.1.16 (600.1): Pengembangan sistem penyediaan air minum
600.1.16.1,perencanaan teknis,600.1,Perencanaan teknis,Kode 600.1.16.1 (600.1): Perencanaan teknis
600.1.16.2,sistem penyediaan air minum perkotaan,600.1,Sistem penyediaan air minum perkotaan,Kode 600.1.16.2 (600.1): Sistem penyediaan air minum perkotaan
600.1.16.3,sistem penyediaan air minum pedesaan,600.1,Sistem penyediaan air minum pedesaan,Kode 600.1.16.3 (600.1): Sistem penyediaan air minum pedesaan
600.1.16.4,sistem penyediaan air minum khusus,600.1,Sistem penyediaan air minum khusus,Kode 600.1.16.4 (600.1): Sistem penyediaan air minum khusus
600.1.16.5,kelembagaan,600.1,Kelembagaan,Kode 600.1.16.5 (600.1): Kelembagaan
600.1..616,peningkatan penyelenggaraan sistem penyediaan air minum,600.1,Peningkatan penyelenggaraan sistem penyediaan air minum,Kode 600.1..616 (600.1): Peningkatan penyelenggaraan sistem penyediaan air minum
600.1.16.7,pengelolaan laboratorium dan bengkel kerja,600.1,Pengelolaan laboratorium dan bengkel kerja,Kode 600.1.16.7 (600.1): Pengelolaan laboratorium dan bengkel kerja
600.1.17,pengembangan penyehatan lingkungan permukiman,600.1,Pengembangan penyehatan lingkungan permukiman,Kode 600.1.17 (600.1): Pengembangan penyehatan lingkungan permukiman
600.1.17.1,perencanaan teknis,600.1,Perencanaan teknis,Kode 600.1.17.1 (600.1): Perencanaan teknis
600.1.17.2,pengelolaan air limbah,600.1,Pengelolaan air limbah,Kode 600.1.17.2 (600.1): Pengelolaan air limbah
600.1.17.3,pengelolaan persampahan,600.1,Pengelolaan persampahan,Kode 600.1.17.3 (600.1): Pengelolaan persampahan
600.1.17.4,penyehatan lingkungan permukiman khusus,600.1,Penyehatan lingkungan permukiman khusus,Kode 600.1.17.4 (600.1): Penyehatan lingkungan permukiman khusus
600.1.17.5,kelembagaan,600.1,Kelembagaan,Kode 600.1.17.5 (600.1): Kelembagaan
600.1.17.6,pengelolaan laboratorium dan bengkel kerja,600.1,Pengelolaan laboratorium dan bengkel kerja,Kode 600.1.17.6 (600.1): Pengelolaan laboratorium dan bengkel kerja
600.1.18,pemantauan dan evaluasi,600.1,Pemantauan dan evaluasi,Kode 600.1.18 (600.1): Pemantauan dan evaluasi
600.2,perumahan rakyat dan kawasan pemukiman,600.2,Perumahan rakyat dan kawasan pemukiman,Kode 600.2 (600.2): Perumahan rakyat dan kawasan pemukiman
600.2.1,kebijakan di bidang perumahan rakyat dan kawasan pemukiman yang dilakukan oleh pemerintah daerah,600.2,Kebijakan di bidang perumahan rakyat dan kawasan pemukiman yang dilakukan oleh pemerintah daerah,Kode 600.2.1 (600.2): Kebijakan di bidang perumahan rakyat dan kawasan pemukiman yang dilakukan oleh pemerintah daerah
600.2.2,perencanaan pembiayaan perumahan,600.2,Perencanaan pembiayaan perumahan,Kode 600.2.2 (600.2): Perencanaan pembiayaan perumahan
600.2.2.1,keterpaduan perencanaan,600.2,Keterpaduan perencanaan,Kode 600.2.2.1 (600.2): Keterpaduan perencanaan
600.2.2.2,strategi pembiayaan dan analisa pasar perumahan,600.2,Strategi pembiayaan dan analisa pasar perumahan,Kode 600.2.2.2 (600.2): Strategi pembiayaan dan analisa pasar perumahan
600.2.2.3,kemitraan,600.2,Kemitraan,Kode 600.2.2.3 (600.2): Kemitraan
600.2.3,pola pembiayaan perumahan,600.2,Pola pembiayaan perumahan,Kode 600.2.3 (600.2): Pola pembiayaan perumahan
600.2.3.1,pola pembiayaan perumahan rumah umum,600.2,Pola pembiayaan perumahan rumah umum,Kode 600.2.3.1 (600.2): Pola pembiayaan perumahan rumah umum
600.2.3.2,pola pembiayaan perumahan rumah swadaya dan mikro perumahan,600.2,Pola pembiayaan perumahan rumah swadaya dan mikro perumahan,Kode 600.2.3.2 (600.2): Pola pembiayaan perumahan rumah swadaya dan mikro perumahan
600.2.3.3,pola investasi perumahan,600.2,Pola investasi perumahan,Kode 600.2.3.3 (600.2): Pola investasi perumahan
600.2.4,pendayagunaan sumber pembiayaan perumahan,600.2,Pendayagunaan sumber pembiayaan perumahan,Kode 600.2.4 (600.2): Pendayagunaan sumber pembiayaan perumahan
600.2.4.1,sumber pembiayaan primer,600.2,Sumber pembiayaan primer,Kode 600.2.4.1 (600.2): Sumber pembiayaan primer
600.2.4.2,sumber pembiayaan sekunder,600.2,Sumber pembiayaan sekunder,Kode 600.2.4.2 (600.2): Sumber pembiayaan sekunder
600.2.4.3,sumber tabungan perumahan dan pembiayaan lainnya,600.2,Sumber tabungan perumahan dan pembiayaan lainnya,Kode 600.2.4.3 (600.2): Sumber tabungan perumahan dan pembiayaan lainnya
600.2.4.4,sistem pembiayaan perumahan,600.2,Sistem pembiayaan perumahan,Kode 600.2.4.4 (600.2): Sistem pembiayaan perumahan
600.2.4.5,pengelolaan dana pembiayaan perumahan,600.2,Pengelolaan dana pembiayaan perumahan,Kode 600.2.4.5 (600.2): Pengelolaan dana pembiayaan perumahan
600.2.5,perencanaan penyediaan perumahan,600.2,Perencanaan penyediaan perumahan,Kode 600.2.5 (600.2): Perencanaan penyediaan perumahan
600.2.5.1,keterpaduan perencanaan,600.2,Keterpaduan perencanaan,Kode 600.2.5.1 (600.2): Keterpaduan perencanaan
600.2.5.2,analisa teknik,600.2,Analisa teknik,Kode 600.2.5.2 (600.2): Analisa teknik
600.2.5.3,rencana pengembangan lingkungan hunian,600.2,Rencana pengembangan lingkungan hunian,Kode 600.2.5.3 (600.2): Rencana pengembangan lingkungan hunian
600.2.5.4,kemitraan dan kelembagaan,600.2,Kemitraan dan kelembagaan,Kode 600.2.5.4 (600.2): Kemitraan dan kelembagaan
600.2.6,penyediaan rumah susun,600.2,Penyediaan rumah susun,Kode 600.2.6 (600.2): Penyediaan rumah susun
600.2.6.1,perencanaan teknik,600.2,Perencanaan teknik,Kode 600.2.6.1 (600.2): Perencanaan teknik
600.2.6.2,penyediaan,600.2,Penyediaan,Kode 600.2.6.2 (600.2): Penyediaan
600.2.6.3,penghunian pengalihan dan pemanfaatan,600.2,Penghunian pengalihan dan pemanfaatan,Kode 600.2.6.3 (600.2): Penghunian pengalihan dan pemanfaatan
600.2.6.4,pengelolaan,600.2,Pengelolaan,Kode 600.2.6.4 (600.2): Pengelolaan
600.2.7,penyediaan rumah khusus,600.2,Penyediaan rumah khusus,Kode 600.2.7 (600.2): Penyediaan rumah khusus
600.2.7.1,perencanaan teknik,600.2,Perencanaan teknik,Kode 600.2.7.1 (600.2): Perencanaan teknik
600.2.7.2,penyediaan dan pengelolaan rumah tapak khusus,600.2,Penyediaan dan pengelolaan rumah tapak khusus,Kode 600.2.7.2 (600.2): Penyediaan dan pengelolaan rumah tapak khusus
600.2.7.3,bimbingan teknis dan supervisi,600.2,Bimbingan teknis dan supervisi,Kode 600.2.7.3 (600.2): Bimbingan teknis dan supervisi
600.2.7.4,penyelenggaraan bantuan rumah swadaya,600.2,Penyelenggaraan bantuan rumah swadaya,Kode 600.2.7.4 (600.2): Penyelenggaraan bantuan rumah swadaya
600.2.7.5,perencanaan teknik,600.2,Perencanaan teknik,Kode 600.2.7.5 (600.2): Perencanaan teknik
600.2.7.6,fasilitas backlog rumah swadaya dan rumah tidak layak huni,600.2,Fasilitas backlog rumah swadaya dan rumah tidak layak huni,Kode 600.2.7.6 (600.2): Fasilitas backlog rumah swadaya dan rumah tidak layak huni
600.2.7.7,pelaksanaan bantuan simultan,600.2,Pelaksanaan bantuan simultan,Kode 600.2.7.7 (600.2): Pelaksanaan bantuan simultan
600.2.8,penyediaan rumah umum dan komersial,600.2,Penyediaan rumah umum dan komersial,Kode 600.2.8 (600.2): Penyediaan rumah umum dan komersial
600.2.8.1,perencanaan teknik,600.2,Perencanaan teknik,Kode 600.2.8.1 (600.2): Perencanaan teknik
600.2.8.2,pemberian bantuan rumah umum,600.2,Pemberian bantuan rumah umum,Kode 600.2.8.2 (600.2): Pemberian bantuan rumah umum
600.2.8.3,fasilitasi hunian berimbang,600.2,Fasilitasi hunian berimbang,Kode 600.2.8.3 (600.2): Fasilitasi hunian berimbang
600.2.8.4,fasilitasi penyediaan lahan perumahan,600.2,Fasilitasi penyediaan lahan perumahan,Kode 600.2.8.4 (600.2): Fasilitasi penyediaan lahan perumahan
600.2.9,investasi infrastruktur,600.2,Investasi infrastruktur,Kode 600.2.9 (600.2): Investasi infrastruktur
600.2.9.1,pelaksanaan kebijakan investasi infrastruktur,600.2,Pelaksanaan kebijakan investasi infrastruktur,Kode 600.2.9.1 (600.2): Pelaksanaan kebijakan investasi infrastruktur
600.2.9.2,sinkronisasi investasi infrastruktur,600.2,Sinkronisasi investasi infrastruktur,Kode 600.2.9.2 (600.2): Sinkronisasi investasi infrastruktur
600.2.9.3,fasilitasi dan mitigasi risiko investasi infrastruktur,600.2,Fasilitasi dan mitigasi risiko investasi infrastruktur,Kode 600.2.9.3 (600.2): Fasilitasi dan mitigasi risiko investasi infrastruktur
600.2.9.4,pasar infrastruktur,600.2,Pasar infrastruktur,Kode 600.2.9.4 (600.2): Pasar infrastruktur
600.2.10,penyelenggaraan jasa konstruksi,600.2,Penyelenggaraan jasa konstruksi,Kode 600.2.10 (600.2): Penyelenggaraan jasa konstruksi
600.2.10.1,sistem penyelenggaraan,600.2,Sistem penyelenggaraan,Kode 600.2.10.1 (600.2): Sistem penyelenggaraan
600.2.10.2,kontrak konstruksi,600.2,Kontrak konstruksi,Kode 600.2.10.2 (600.2): Kontrak konstruksi
600.2.10.3,konstruksi berkelanjutan,600.2,Konstruksi berkelanjutan,Kode 600.2.10.3 (600.2): Konstruksi berkelanjutan
600.2.10.4,manajemen mutu,600.2,Manajemen mutu,Kode 600.2.10.4 (600.2): Manajemen mutu
600.2.11,kelembagaan dan sumber daya konstruksi,600.2,Kelembagaan dan sumber daya konstruksi,Kode 600.2.11 (600.2): Kelembagaan dan sumber daya konstruksi
600.2.11.1,kelembagaan,600.2,Kelembagaan,Kode 600.2.11.1 (600.2): Kelembagaan
600.2.11.2,material dan peralatan konstruksi,600.2,Material dan peralatan konstruksi,Kode 600.2.11.2 (600.2): Material dan peralatan konstruksi
600.2.11.3,teknologi konstruksi dan produksi dalam negeri,600.2,Teknologi konstruksi dan produksi dalam negeri,Kode 600.2.11.3 (600.2): Teknologi konstruksi dan produksi dalam negeri
600.2.11.4,usaha jasa konstruksi,600.2,Usaha jasa konstruksi,Kode 600.2.11.4 (600.2): Usaha jasa konstruksi
600.2.12,kompetensi dan produktivitas konstruksi,600.2,Kompetensi dan produktivitas konstruksi,Kode 600.2.12 (600.2): Kompetensi dan produktivitas konstruksi
600.2.12.1,standar dan materi kompetensi,600.2,Standar dan materi kompetensi,Kode 600.2.12.1 (600.2): Standar dan materi kompetensi
600.2.12.2,penerapan kompetensi,600.2,Penerapan kompetensi,Kode 600.2.12.2 (600.2): Penerapan kompetensi
600.2.12.3,pengembangan profesi jasa konstruksi,600.2,Pengembangan profesi jasa konstruksi,Kode 600.2.12.3 (600.2): Pengembangan profesi jasa konstruksi
600.2.12.4,pengembangan produktivitas,600.2,Pengembangan produktivitas,Kode 600.2.12.4 (600.2): Pengembangan produktivitas
600.2.13,peningkatan kerjasama dan pemberdayaan jasa konstruksi,600.2,Peningkatan kerjasama dan pemberdayaan jasa konstruksi,Kode 600.2.13 (600.2): Peningkatan kerjasama dan pemberdayaan jasa konstruksi
600.2.13.1,peningkatan kerjasama,600.2,Peningkatan kerjasama,Kode 600.2.13.1 (600.2): Peningkatan kerjasama
600.2.13.2,pemberdayaan jasa konstruksi,600.2,Pemberdayaan jasa konstruksi,Kode 600.2.13.2 (600.2): Pemberdayaan jasa konstruksi
600.2.14,peningkatan jasa konstruksi,600.2,Peningkatan jasa konstruksi,Kode 600.2.14 (600.2): Peningkatan jasa konstruksi
600.2.14.1,koordinasi dan sinkronisasi rencana kerja,600.2,Koordinasi dan sinkronisasi rencana kerja,Kode 600.2.14.1 (600.2): Koordinasi dan sinkronisasi rencana kerja
600.2.14.2,pelaksanaan pengendalian mutu,600.2,Pelaksanaan pengendalian mutu,Kode 600.2.14.2 (600.2): Pelaksanaan pengendalian mutu
600.2.15,penerapan teknologi konstruksi,600.2,Penerapan teknologi konstruksi,Kode 600.2.15 (600.2): Penerapan teknologi konstruksi
600.2.15.1,koordinasi sinkronisasi dan kerjasama penerapan teknologi konstruksi,600.2,Koordinasi sinkronisasi dan kerjasama penerapan teknologi konstruksi,Kode 600.2.15.1 (600.2): Koordinasi sinkronisasi dan kerjasama penerapan teknologi konstruksi
600.2.15.2,pengembangan materi,600.2,Pengembangan materi,Kode 600.2.15.2 (600.2): Pengembangan materi
